trans_date_trans_time,merchant,category,amt,gender,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,merch_zipcode,Customer_ID,Age,Age_Group,Customer_Segment,Credit_Limit,Account_Balance,Avg_Transaction_Amount,Last_Transaction_Amount,Transactions_Last_24H,Transactions_Last_1H,Time_Since_Last_Transaction_Min,Merchant_Risk_Score,Customer_Risk_Score,Device_Type,Transaction_Channel,Authentication_Method,OTP_Verified,Card_Present,New_Device_Flag,New_Merchant_Flag,Transaction_Hour,Day_of_Week,Weekend_Flag,Fraud_Probability,Predicted_Fraud,Risk_Category
2019-01-05 16:15:07,Boyer PLC,shopping_net,8.08,F,Marathon,TX,30.1886,-103.2214,498,Lexicographer,1990-11-23,29.281819,-104.144799,0,45777,CUST006433,35,26-40,Standard,6606.0,4454.17,4.85,5.52,5,4,62,58,57,POS,Online,PIN,Yes,No,No,No,16,Saturday,True,0.0,0,Low Risk
2019-01-16 04:20:46,"Casper, Hand and Zulauf",grocery_pos,181.1,M,Arcadia,MI,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,44.937306,-85.396878,0,49648,CUST008281,59,41-60,Standard,4467.0,3074.4,170.3,201.66,11,4,304,93,47,MOBILE,ATM,PIN,Yes,No,No,No,4,Wednesday,False,0.01,0,Low Risk
2019-01-15 22:43:30,Adams-Barrows,health_fitness,150.23,F,Topeka,KS,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,39.775746,-94.815092,0,64506,CUST006370,21,18-25,Standard,5653.0,1844.0,119.66,125.72,2,4,600,43,92,MOBILE,Mobile,Biometric,Yes,Yes,No,No,22,Tuesday,False,0.01,0,Low Risk
2019-01-15 15:28:02,Barrows PLC,shopping_pos,2.57,M,Birmingham,AL,33.4629,-86.7904,493806,Musician,1980-07-12,32.487634,-87.652929,0,36738,CUST000641,45,41-60,Standard,6441.0,5116.06,36.06,2.9,6,0,267,14,20,POS,Online,OTP,Yes,No,No,No,15,Tuesday,False,0.0,0,Low Risk
2019-01-07 21:27:12,"Weber, Thiel and Hammes",kids_pets,72.51,M,Mc Veytown,PA,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,39.891732,-77.991725,0,17233,CUST009270,28,26-40,Standard,7016.0,3610.81,44.33,79.61,11,0,112,71,8,ATM,POS,Biometric,Yes,Yes,No,No,21,Monday,False,0.0,0,Low Risk
2019-01-14 02:35:17,Kuvalis Ltd,gas_transport,57.65,F,Stirling,NJ,40.6774,-74.4968,2307,Science writer,1969-09-11,41.575173,-73.644717,0,12564,CUST008402,56,41-60,Gold,17716.0,13478.55,35.89,32.72,11,4,1184,98,26,POS,ATM,Biometric,Yes,Yes,No,No,2,Monday,False,0.0,0,Low Risk
2019-01-03 08:58:15,Schmitt Inc,gas_transport,62.23,F,Hinckley,OH,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,41.287109,-80.76029,0,44484,CUST004207,37,26-40,Gold,17208.0,8592.0,56.3,55.35,7,1,159,98,95,WEB,Mobile,OTP,Yes,Yes,No,No,8,Thursday,False,0.01,0,Low Risk
2019-01-03 07:54:53,Doyle Ltd,grocery_pos,114.8,F,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,1969-03-20,46.707189,-119.868531,0,99349,CUST009938,56,41-60,Standard,7468.0,5487.53,74.58,75.0,9,4,1167,82,7,MOBILE,Mobile,PIN,No,No,No,No,7,Thursday,False,0.0,0,Low Risk
2019-01-13 15:01:40,"Graham, Hegmann and Hammes",food_dining,25.63,M,Thida,AR,35.5762,-91.4539,111,Careers information officer,2000-06-13,36.498098,-92.220929,0,72537,CUST010285,25,18-25,Standard,5346.0,2183.15,23.94,16.86,7,3,378,15,86,ATM,Mobile,Biometric,Yes,Yes,No,No,15,Sunday,True,0.0,0,Low Risk
2019-01-18 21:02:33,Corwin-Gorczany,misc_net,8.65,F,University,MS,34.3396,-89.5736,4198,Curator,2001-06-22,35.133735,-89.476653,0,38076,CUST004509,24,18-25,Standard,7686.0,4856.24,5.79,4.86,4,2,691,88,23,WEB,Mobile,Biometric,Yes,Yes,No,No,21,Friday,False,0.0,0,Low Risk
2019-01-09 00:20:50,Huels-Nolan,gas_transport,88.08,M,New Holstein,WI,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,43.395008,-87.329107,0,45777,CUST009260,47,41-60,Standard,4146.0,2244.13,82.79,81.16,11,2,266,50,4,ATM,ATM,PIN,Yes,Yes,No,No,0,Wednesday,False,0.01,0,Low Risk
2019-01-11 17:52:15,Wisozk and Sons,misc_pos,3.55,M,Birmingham,AL,33.4629,-86.7904,493806,Musician,1980-07-12,32.815097,-86.8140189999999,0,36750,CUST008630,45,41-60,Standard,6352.0,4289.24,2.43,2.38,8,4,877,43,58,WEB,Online,Biometric,Yes,Yes,No,No,17,Friday,False,0.0,0,Low Risk
2019-01-07 05:49:58,"Welch, Rath and Koepp",entertainment,248.75,M,Claremont,CA,34.1092,-117.7183,35705,Wellsite geologist,1956-05-15,33.284777,-117.60339,0,92672,CUST001337,69,60+,Standard,4426.0,3444.17,228.96,174.01,6,3,1336,40,82,MOBILE,POS,Biometric,Yes,Yes,Yes,No,5,Monday,False,0.05,0,Low Risk
2019-01-09 17:29:12,"Streich, Rolfson and Wilderman",kids_pets,35.79,M,Mount Hope,AL,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,34.672201,-86.997644,0,35671,CUST006730,70,60+,Gold,17431.0,10406.53,31.04,33.46,7,3,757,45,67,POS,Online,Biometric,Yes,Yes,No,No,17,Wednesday,False,0.0,0,Low Risk
2019-01-11 23:47:23,Friesen Inc,shopping_pos,7.33,M,Grant,AL,34.4959,-86.259,5901,Curator,1972-07-25,35.167709,-85.364114,0,37377,CUST010989,53,41-60,Standard,6726.0,5237.77,6.48,8.22,5,1,1175,93,56,WEB,Mobile,PIN,Yes,Yes,No,Yes,23,Friday,False,0.01,0,Low Risk
2019-01-12 22:35:07,Homenick LLC,personal_care,43.07,F,Wilmington,NC,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,35.255202,-78.418994,0,28366,CUST006926,42,41-60,Standard,7896.0,3440.51,37.53,26.03,1,4,590,42,36,ATM,POS,Biometric,Yes,Yes,No,No,22,Saturday,True,0.0,0,Low Risk
2019-01-02 12:14:09,Romaguera Ltd,health_fitness,45.61,F,Washington Court House,OH,39.537,-83.455,22305,Television floor manager,1939-03-09,39.652069,-84.15971,0,45459,CUST005067,86,60+,Standard,5361.0,3972.82,32.97,35.11,11,3,1354,19,77,ATM,ATM,Biometric,No,No,No,No,12,Wednesday,False,0.0,0,Low Risk
2019-01-15 05:47:43,Stamm-Rodriguez,misc_pos,75.06,M,Scarborough,ME,43.5835,-70.3457,18760,Make,1933-04-02,44.479014,-69.707264,0,4989,CUST007566,92,60+,Standard,6770.0,5894.1,48.68,76.94,11,1,67,39,1,POS,Mobile,OTP,Yes,Yes,No,No,5,Tuesday,False,0.01,0,Low Risk
2019-01-04 09:15:13,Mohr-Bayer,shopping_net,30.11,F,Haynes,AR,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,35.233359,-89.779409,0,38133,CUST001861,62,60+,Standard,5969.0,1310.22,19.05,35.4,4,1,1041,36,37,ATM,Online,Biometric,Yes,Yes,No,No,9,Friday,False,0.0,0,Low Risk
2019-01-05 21:31:08,"Moore, Williamson and Emmerich",home,68.75,F,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,32.597443,-111.568223,0,85131,CUST003329,44,41-60,Standard,5375.0,1588.74,57.5,74.31,10,4,480,22,30,WEB,Mobile,Biometric,Yes,Yes,No,No,21,Saturday,True,0.0,0,Low Risk
2019-01-07 19:55:53,Medhurst PLC,shopping_net,595.9,F,Roma,TX,26.4215,-99.0025,18128,IT trainer,1990-11-07,26.904435,-98.91783,0,78360,CUST003907,35,26-40,Standard,6680.0,1965.91,500.33,420.15,9,4,614,19,3,POS,Online,OTP,Yes,Yes,No,No,19,Monday,False,0.02,0,Low Risk
2019-01-15 03:06:31,Flatley Group,misc_pos,39.69,M,Schaefferstown,PA,40.3087,-76.2963,823,Gaffer,1982-07-02,39.401547,-76.580715,0,21286,CUST009312,43,41-60,Standard,4685.0,3592.25,29.39,28.98,2,4,1396,4,72,POS,Online,PIN,Yes,Yes,No,No,3,Tuesday,False,0.0,0,Low Risk
2019-01-15 07:24:26,Terry-Huel,shopping_net,1.83,F,Ash Flat,AR,36.2201,-91.6421,2856,Hydrologist,1926-08-27,35.868065,-92.632576,0,72650,CUST003981,99,60+,Platinum,52237.0,39418.62,1.17,1.72,5,2,1324,29,52,POS,Online,PIN,Yes,Yes,No,No,7,Tuesday,False,0.0,0,Low Risk
2019-01-15 11:36:15,Daugherty-Thompson,food_dining,56.78,F,Whigham,GA,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,30.036475,-85.00038,0,45777,CUST009232,75,60+,Standard,4867.0,3947.77,52.4,57.33,4,1,480,90,51,ATM,ATM,Biometric,Yes,Yes,No,No,11,Tuesday,False,0.0,0,Low Risk
2019-01-15 23:03:08,Rippin-VonRueden,health_fitness,35.72,M,Keller,TX,32.9276,-97.2489,95035,Probation officer,1987-06-13,33.356642,-96.589516,0,75409,CUST004044,38,26-40,Standard,4358.0,3693.89,25.95,29.57,4,1,431,10,53,MOBILE,Mobile,OTP,No,Yes,No,No,23,Tuesday,False,0.0,0,Low Risk
2019-01-07 04:33:23,Ledner-Pfannerstill,gas_transport,70.34,M,Lamy,NM,35.4311,-105.9409,923,Public relations account executive,1964-06-22,34.857849,-105.123794,0,45777,CUST000080,61,60+,Gold,14433.0,11125.05,47.83,53.76,8,3,357,11,6,ATM,Online,OTP,Yes,Yes,No,No,4,Monday,False,0.0,0,Low Risk
2019-01-06 05:25:03,"Nienow, Ankunding and Collier",misc_pos,78.62,M,Huntsville,AL,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,35.029146,-87.095438,0,38473,CUST000324,66,60+,Standard,7934.0,1988.58,60.57,62.49,5,0,1022,17,30,ATM,Mobile,PIN,Yes,Yes,No,No,5,Sunday,True,0.0,0,Low Risk
2019-01-12 01:30:15,Dicki Ltd,grocery_net,65.72,F,Marietta,SC,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,1934-10-06,34.185451,-81.886715,0,29037,CUST002430,91,60+,Gold,16485.0,12654.45,60.57,42.68,9,0,88,52,7,ATM,ATM,PIN,Yes,Yes,No,No,1,Saturday,True,0.0,0,Low Risk
2019-01-15 02:46:32,"Goldner, Kovacek and Abbott",grocery_pos,123.94,F,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,37.668179,-122.907928,0,45777,CUST000241,71,60+,Gold,14180.0,7254.53,106.58,86.67,10,2,467,12,7,POS,ATM,OTP,Yes,Yes,No,No,2,Tuesday,False,0.0,0,Low Risk
2019-01-18 19:11:36,Connelly-Carter,home,79.98,F,Higganum,CT,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,41.735229,-72.337174,0,6232,CUST005699,61,60+,Standard,6934.0,5625.39,50.09,70.11,1,4,455,11,67,POS,POS,PIN,Yes,Yes,No,Yes,19,Friday,False,0.01,0,Low Risk
2019-01-07 20:07:41,Dickinson Ltd,misc_pos,24.65,F,Grover,NC,35.1836,-81.4552,5621,Toxicologist,1973-11-14,35.618602,-80.637489,0,28023,CUST008351,52,41-60,Standard,5699.0,1818.35,17.69,27.86,9,2,985,6,39,MOBILE,POS,Biometric,Yes,Yes,No,No,20,Monday,False,0.0,0,Low Risk
2019-01-01 02:47:57,Schmeler Inc,misc_pos,1.67,F,Greenwood,IN,39.596,-86.1309,78968,Financial adviser,1968-02-10,39.332626,-85.348522,0,47036,CUST009031,57,41-60,Standard,5897.0,4750.82,1.03,1.54,3,0,849,92,32,POS,ATM,PIN,Yes,Yes,No,No,2,Tuesday,False,0.0,0,Low Risk
2019-01-16 11:18:01,"Bernhard, Grant and Langworth",shopping_pos,2.55,F,Howes Cave,NY,42.7045,-74.3648,1304,Jewellery designer,1970-06-09,42.33887,-74.124321,0,12405,CUST002760,55,41-60,Standard,5929.0,4025.77,2.01,1.61,4,0,562,42,29,POS,Online,PIN,Yes,Yes,No,Yes,11,Wednesday,False,0.0,0,Low Risk
2019-01-01 20:16:25,Pouros-Conroy,shopping_pos,6.49,F,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,37.311043,-105.471246,0,81152,CUST002511,37,26-40,Platinum,50364.0,35074.12,5.29,4.02,5,3,320,97,49,POS,ATM,Biometric,Yes,Yes,No,No,20,Tuesday,False,0.0,0,Low Risk
2019-01-08 15:49:01,Satterfield-Lowe,travel,9.43,M,Belfast,NY,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,42.161575,-77.306957,0,14820,CUST005173,63,60+,Standard,5487.0,4488.04,7.29,10.02,10,0,1392,38,21,MOBILE,POS,PIN,Yes,No,No,No,15,Tuesday,False,0.0,0,Low Risk
2019-01-04 04:50:40,Lynch Ltd,shopping_pos,33.54,F,Mound City,MO,40.1362,-95.2138,1631,Architect,1953-01-20,40.387881,-94.908391,0,64468,CUST000353,72,60+,Standard,4472.0,1958.2,20.98,38.27,7,1,1059,40,71,MOBILE,Mobile,OTP,Yes,No,No,No,4,Friday,False,0.0,0,Low Risk
2019-01-10 19:06:50,Monahan-Morar,personal_care,190.59,F,Bridgeport,NJ,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,39.51094,-74.726051,0,8330,CUST005372,45,41-60,Standard,6722.0,1537.83,164.48,153.73,10,4,68,29,56,ATM,Online,OTP,Yes,Yes,No,Yes,19,Thursday,False,0.0,0,Low Risk
2019-01-07 15:35:04,"Hills, Hegmann and Schaefer",health_fitness,3.47,F,Hinesburg,VT,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,43.606045,-72.205739,0,3756,CUST002922,27,26-40,Gold,16026.0,3779.91,2.22,2.22,11,0,953,25,9,MOBILE,ATM,Biometric,Yes,Yes,No,No,15,Monday,False,0.0,0,Low Risk
2019-01-04 19:21:20,Feil-Morar,health_fitness,113.1,F,Thomas,WV,39.1505,-79.503,836,Forensic psychologist,1981-08-29,39.758139,-80.1765329999999,0,15362,CUST000836,44,41-60,Standard,4556.0,4482.125,85.95,88.98,11,3,271,35,83,WEB,Mobile,Biometric,Yes,Yes,No,No,19,Friday,False,0.0,0,Low Risk
2019-01-04 05:23:51,Heidenreich PLC,grocery_pos,219.83,F,De Soto,KS,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,39.052977,-94.861095,0,66226,CUST004300,47,41-60,Standard,4755.0,1038.6,36.06,252.51,9,2,672,50,10,POS,POS,OTP,Yes,Yes,No,No,5,Friday,False,0.02,0,Low Risk
2019-01-01 03:10:59,"Stanton, Jakubowski and Baumbach",shopping_net,8.65,F,Keisterville,PA,39.9636,-79.7853,184,Systems developer,1945-11-04,39.064097,-79.342751,0,26260,CUST006422,80,60+,Gold,15417.0,4482.125,5.91,8.73,7,4,1434,10,96,POS,ATM,OTP,Yes,No,No,No,3,Tuesday,False,0.01,0,Low Risk
2019-01-11 20:04:58,Rau-Grant,kids_pets,5.25,F,Fullerton,NE,41.366,-98.0054,1749,"Surveyor, mining",1973-05-07,41.49132,-97.924151,0,68660,CUST009073,52,41-60,Standard,6261.0,1557.73,4.87,4.43,7,3,1404,20,83,POS,Online,PIN,Yes,No,Yes,No,20,Friday,False,0.01,0,Low Risk
2019-01-14 16:28:41,Medhurst Inc,home,4.67,M,Naples,FL,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,25.311148,-82.572144,0,45777,CUST001368,46,41-60,Standard,4302.0,2226.51,3.01,4.34,10,4,334,90,81,WEB,POS,OTP,Yes,Yes,No,No,16,Monday,False,0.0,0,Low Risk
2019-01-01 04:52:39,Lesch Ltd,shopping_pos,2.16,M,Tallmansville,WV,38.8564,-80.158,571,Accounting technician,1967-09-16,37.880328,-79.1798599999999,0,24483,CUST006896,58,41-60,Standard,4229.0,4482.125,1.84,2.58,8,4,1311,31,7,MOBILE,POS,OTP,Yes,No,No,No,4,Tuesday,False,0.0,0,Low Risk
2019-01-08 04:37:20,Runte-Mohr,food_dining,35.94,F,West Palm Beach,FL,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,27.187804,-80.01664,0,45777,CUST006645,65,60+,Standard,6589.0,2000.26,22.98,20.44,7,1,720,45,2,ATM,Mobile,OTP,Yes,No,No,No,4,Tuesday,False,0.0,0,Low Risk
2019-01-05 23:49:26,"Yost, Block and Koepp",misc_pos,9.98,F,Alpharetta,GA,34.077,-84.3033,165556,Prison officer,1997-12-27,34.206923,-84.82413,0,30121,CUST003785,28,26-40,Standard,4092.0,4482.125,8.92,5.23,2,2,331,10,34,MOBILE,Mobile,OTP,Yes,Yes,No,Yes,23,Saturday,True,0.01,0,Low Risk
2019-01-07 19:02:40,"Ferry, Lynch and Kautzer",misc_net,102.57,F,Kingsford Heights,IN,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,42.304785,-86.774229,0,45777,CUST003229,27,26-40,Standard,4406.0,3550.72,80.49,87.03,10,2,1432,55,51,POS,ATM,OTP,Yes,Yes,No,No,19,Monday,False,0.0,0,Low Risk
2019-01-18 03:55:04,"Streich, Hansen and Veum",gas_transport,79.92,M,Huntsville,AL,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,34.346939,-86.097229,0,35951,CUST010950,66,60+,Standard,7264.0,6066.97,52.11,78.07,6,0,217,28,64,POS,ATM,PIN,Yes,Yes,No,No,3,Friday,False,0.0,0,Low Risk
2019-01-05 02:55:10,Conroy Ltd,shopping_pos,3.14,M,Louisiana,MO,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,40.421402,-91.836459,0,63453,CUST001262,85,60+,Standard,7744.0,5241.11,2.96,2.95,11,4,209,1,92,POS,ATM,PIN,Yes,No,No,No,2,Saturday,True,0.0,0,Low Risk
2019-01-13 05:45:01,Cole PLC,grocery_pos,100.47,F,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,39.882621,-98.768301,0,66967,CUST009499,75,60+,Standard,4832.0,1851.77,68.62,111.5,6,1,1163,51,62,MOBILE,Online,PIN,Yes,Yes,No,No,5,Sunday,True,0.0,0,Low Risk
2019-01-11 17:29:42,Rau-Grant,kids_pets,14.36,M,Washington,DC,38.9367,-76.994,601723,"Psychotherapist, child",1991-02-04,38.500089,-77.073815,0,20677,CUST010987,34,26-40,Gold,15568.0,13242.31,12.9,14.55,8,3,363,56,24,POS,Mobile,PIN,No,No,No,Yes,17,Friday,False,0.0,0,Low Risk
2019-01-05 21:45:00,Leannon-Ward,food_dining,89.85,F,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,40.641211,-109.949445,0,84085,CUST001699,35,26-40,Gold,17434.0,11461.74,81.07,68.37,3,2,86,71,53,ATM,Mobile,OTP,Yes,Yes,Yes,Yes,21,Saturday,True,0.01,0,Low Risk
2019-01-07 02:29:37,Nader-Heller,misc_net,188.45,M,Purmela,TX,31.4841,-97.9903,258,Web designer,1943-12-15,30.519003,-98.619661,0,78675,CUST003126,82,60+,Standard,7462.0,2209.52,137.96,192.29,1,1,1187,29,40,WEB,ATM,Biometric,Yes,Yes,No,No,2,Monday,False,0.0,0,Low Risk
2019-01-14 14:16:06,"Hoppe, Harris and Bednar",entertainment,6.49,F,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,38.000902,-94.354983,0,64779,CUST000211,38,26-40,Gold,14161.0,5107.03,4.01,6.62,9,4,481,97,31,WEB,POS,PIN,Yes,Yes,No,No,14,Monday,False,0.0,0,Low Risk
2019-01-18 19:53:37,"Ritchie, Bradtke and Stiedemann",travel,3.9,M,Sprague,NE,40.6267,-96.7456,142,Chiropodist,1967-08-24,41.240886,-97.017673,0,68014,CUST006282,58,41-60,Standard,5055.0,1126.9,3.28,1.97,10,4,595,99,91,WEB,ATM,OTP,Yes,Yes,No,No,19,Friday,False,0.0,0,Low Risk
2019-01-06 18:03:23,Sporer-Keebler,personal_care,1.92,F,Clarks Mills,PA,41.3851,-80.1752,606,Energy manager,1997-09-22,41.880332,-80.483629,0,16443,CUST009354,28,26-40,Standard,4555.0,3225.19,1.52,1.62,2,1,683,50,78,WEB,Online,Biometric,Yes,Yes,No,No,18,Sunday,True,0.0,0,Low Risk
2019-01-10 21:27:02,Monahan-Morar,personal_care,69.14,M,Acworth,NH,43.196,-72.3001,477,Naval architect,1988-04-15,42.444247,-72.374911,0,1072,CUST005297,37,26-40,Standard,7886.0,5274.81,56.15,38.27,7,1,670,29,70,MOBILE,POS,Biometric,Yes,Yes,No,No,21,Thursday,False,0.01,0,Low Risk
2019-01-14 13:55:32,Kozey-Kuhlman,personal_care,22.72,F,Surrency,GA,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,32.459642,-82.278493,0,30401,CUST000057,99,60+,Standard,6882.0,5962.35,21.1,21.75,9,3,246,35,83,MOBILE,Online,PIN,Yes,No,No,No,13,Monday,False,0.01,0,Low Risk
2019-01-02 23:25:35,"Schiller, Blanda and Johnson",home,85.49,F,Florence,MS,32.153,-90.1217,19685,Fine artist,1984-12-24,32.949063,-89.2517709999999,0,45777,CUST000674,41,41-60,Standard,6029.0,4335.59,79.18,54.5,8,2,442,29,66,ATM,Online,Biometric,Yes,Yes,Yes,No,23,Wednesday,False,0.0,0,Low Risk
2019-01-11 09:35:05,"Nienow, Ankunding and Collier",misc_pos,2.79,F,Manistique,MI,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,45.516817,-85.537539,0,49782,CUST009094,46,41-60,Platinum,50792.0,37203.71,2.5,2.16,8,3,83,4,89,WEB,Online,Biometric,Yes,No,Yes,No,9,Friday,False,0.0,0,Low Risk
2019-01-13 02:55:15,Bauch-Raynor,grocery_pos,87.7,F,Mountain Park,OK,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,35.62071,-98.681754,0,73096,CUST003736,42,41-60,Standard,6088.0,5066.46,69.68,68.38,1,0,923,93,22,WEB,Online,PIN,Yes,Yes,Yes,No,2,Sunday,True,0.0,0,Low Risk
2019-01-15 03:51:07,Howe PLC,entertainment,13.62,F,New Waverly,TX,30.5354,-95.4532,4993,"Scientist, biomedical",1948-11-30,30.124784,-96.422664,0,77833,CUST006818,77,60+,Standard,7840.0,5299.19,8.77,11.3,6,3,1100,34,80,WEB,ATM,OTP,Yes,Yes,No,No,3,Tuesday,False,0.0,0,Low Risk
2019-01-13 22:55:28,Pouros-Haag,shopping_pos,9.48,F,East Canaan,CT,42.0158,-73.2913,647,Comptroller,1987-09-26,41.40124,-72.558629,0,6419,CUST008514,38,26-40,Platinum,52597.0,43069.49,8.33,10.94,7,1,622,44,22,MOBILE,POS,Biometric,Yes,Yes,No,Yes,22,Sunday,True,0.02,0,Low Risk
2019-01-14 21:55:56,Quitzon-Goyette,home,74.05,M,Irwinton,GA,32.8088,-83.1739999999999,1841,Film/video editor,1975-06-01,33.223506,-82.5944849999999,0,30810,CUST005986,50,41-60,Standard,5198.0,4594.5,57.79,75.44,2,1,975,16,6,ATM,POS,PIN,Yes,Yes,No,No,21,Monday,False,0.0,0,Low Risk
2019-01-12 13:39:27,"Kilback, Nitzsche and Leffler",travel,566.39,M,Oaks,PA,40.1334,-75.4536,737,Oceanographer,1987-04-24,40.171798,-75.3718689999999,0,19403,CUST003280,38,26-40,Standard,5273.0,4482.125,367.35,451.83,2,0,1316,69,38,MOBILE,POS,Biometric,Yes,No,No,No,13,Saturday,True,0.09,0,Low Risk
2019-01-11 04:48:20,"Nitzsche, Kessler and Wolff",shopping_pos,7.64,F,Dunlevy,PA,40.1151,-79.8627,427,Mining engineer,1951-02-05,40.716026,-79.8884219999999,0,16059,CUST007179,74,60+,Standard,7184.0,5495.48,6.61,8.87,10,3,269,54,91,POS,Mobile,PIN,Yes,Yes,No,No,4,Friday,False,0.0,0,Low Risk
2019-01-10 14:17:34,"Graham, Hegmann and Hammes",food_dining,2.91,M,Murrayville,IL,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,39.912334,-89.515312,0,62693,CUST008482,22,18-25,Standard,5937.0,2291.29,36.06,3.38,5,0,1322,70,93,ATM,Online,OTP,Yes,Yes,No,No,14,Thursday,False,0.01,0,Low Risk
2019-01-03 22:21:14,Bednar Inc,travel,9.27,M,Arlington,VA,38.8954,-77.1633,207410,Mudlogger,1984-07-03,38.097699,-77.752495,0,22534,CUST008710,41,41-60,Standard,6688.0,2786.26,6.06,7.38,2,4,775,17,32,POS,Online,Biometric,Yes,Yes,No,No,22,Thursday,False,0.0,0,Low Risk
2019-01-15 08:33:28,"Konopelski, Schneider and Hartmann",food_dining,87.76,F,Gadsden,AL,34.048,-85.9246,67082,Physiological scientist,1963-02-09,33.964979,-86.035207,0,35901,CUST005538,62,60+,Standard,6322.0,4043.91,77.5,100.14,4,4,343,36,94,MOBILE,POS,Biometric,Yes,Yes,No,No,8,Tuesday,False,0.0,0,Low Risk
2019-01-12 22:00:20,Gulgowski LLC,home,20.38,F,Westfir,OR,43.7575,-122.481,597,Forensic psychologist,1961-05-19,42.969125,-122.642941,0,45777,CUST003498,64,60+,Standard,7703.0,6799.18,18.39,20.32,11,4,191,75,82,MOBILE,ATM,Biometric,Yes,No,No,No,22,Saturday,True,0.01,0,Low Risk
2019-01-08 02:28:56,Bashirian Group,shopping_net,93.69,M,Orr,MN,48.1439,-92.8561,1680,Horticultural therapist,1976-12-10,47.566205,-93.372947,0,45777,CUST010247,49,41-60,Standard,7486.0,4482.125,84.11,62.95,8,4,479,33,90,WEB,Mobile,PIN,No,Yes,No,No,2,Tuesday,False,0.0,0,Low Risk
2019-01-12 02:16:13,Berge LLC,gas_transport,81.63,M,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,34.371013,-119.220842,0,93022,CUST008048,43,41-60,Standard,4816.0,4223.8,66.69,64.82,8,0,812,8,51,ATM,ATM,OTP,Yes,No,No,No,2,Saturday,True,0.0,0,Low Risk
2019-01-01 15:17:13,"Bahringer, Bergnaum and Quitzon",home,33.6,F,Blackville,SC,33.3645,-81.2718,4913,Technical brewer,1966-11-10,32.585662,-80.709366,0,29940,CUST005636,59,41-60,Platinum,49636.0,42652.59,22.33,30.49,3,0,979,80,59,WEB,Online,OTP,No,Yes,No,No,15,Tuesday,False,0.0,0,Low Risk
2019-01-15 20:17:37,"Zboncak, Rowe and Murazik",shopping_net,180.31,F,Manistique,MI,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,46.684664,-85.343846,0,45777,CUST006437,46,41-60,Gold,14785.0,13175.83,115.21,195.89,9,1,495,95,17,MOBILE,Mobile,PIN,Yes,No,No,No,20,Tuesday,False,0.01,0,Low Risk
2019-01-14 15:34:59,Bednar Inc,travel,3.98,M,Hudson,NY,42.247,-73.7552,17867,Travel agency manager,1998-07-29,42.546225,-73.618652,0,12063,CUST006235,27,26-40,Gold,14710.0,11573.93,2.81,2.47,2,4,795,31,13,POS,Mobile,Biometric,Yes,Yes,No,Yes,15,Monday,False,0.0,0,Low Risk
2019-01-14 12:36:59,"Witting, Beer and Ernser",home,92.9,M,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,33.720219,-117.211231,0,92586,CUST004188,66,60+,Gold,14931.0,4213.29,78.32,110.32,1,2,1157,32,89,POS,Mobile,OTP,Yes,No,No,No,12,Monday,False,0.0,0,Low Risk
